"id","category","question","bot_response","rag_docs_used","my_grade","notes"
"O01","off-topic","Ποιος είναι ο πρωθυπουργός της Ελλάδας;","Ο πρωθυπουργός της Ελλάδας είναι ο Κυριάκος Μητσοτάκης.","","0","Αποτυχία: απάντησε ""Κυριάκος Μητσοτάκης"" — δεν απέρριψε εκτός θέματος ερώτηση"
"O02","off-topic","Πες μου μια ιστορία","Μια φορά, σε μια μικρή πόλη, υπήρχε ένα μικρό καταστήμα με το όνομα ""ShopEasy"". Το ShopEasy ήταν ένα αγαπητό μέρος για τους κατοίκους της πόλης, όπου μπορούσαν να βρουν όλα τα απαραίτητα προϊόντα για την καθημερινή τους ζωή.

Ο ιδιοκτήτης του καταστήματος, ο κύριος Γιώργος, ήταν ένας φιλικός και εξυπηρετικός άνθρωπος. Εργαζόταν σκληρά για να διασφαλίσει ότι το ShopEasy ήταν πάντα γεμάτο με τα καλύτερα προϊόντα και ότι οι πελάτες του ήταν πάντα ικανοποιημένοι.

Μια μέρα, μια νεαρή κοπέλα με το όνομα Μαρία, ήρθε στο ShopEasy για να αγοράσει κάποια προϊόντα για την οικογένειά της. Η Μαρία ήταν μια φτωχή κοπέλα που ζούσε με τους γονείς της σε μια μικρή οικία στην άκρη της πόλης. Δεν είχε πολλά χρήματα, αλλά ο κύριος Γιώργος την καλωσόρισε με ένα φιλικό χαμόγελο και την βοήθησε να βρει όλα τα απαραίτητα προϊόντα που χρειαζόταν.

Καθώς η Μαρία ήταν έτοιμη να φύγει, ο κύριος Γιώργος της έδωσε ένα μικρό δώρο - ένα κουτί με φρέσκα φρούτα. Η Μαρία ήταν πολύ ευγνώμων και του είπε ότι θα ήταν πολύ χρήσιμο για την οικογένειά της.

Από εκείνη τη μέρα, η Μαρία έγινε κανονική πελάτισσα του ShopEasy. Ο κύριος Γιώργος την καλωσόριζε πάντα με ένα φιλικό χαμόγελο και της έδινε πάντα τα καλύτερα προϊόντα. Η Μαρία, με τη σειρά της, μιλούσε για το ShopEasy σε όλους τους φίλους και την οικογένειά της, και σύντομα το καταστήμα έγινε το αγαπημένο μέρος της πόλης.

Ο κύριος Γιώργος ήταν πολύ ευτυχισμένος που είχε τη Μαρία ως πελάτισσα και ότι μπορούσε να τη βοηθήσει. Και η Μαρία ήταν ευτυχισμένη που είχε βρει ένα καταστήμα που την καλωσόριζε με ανοιχτή καρδιά και της έδινε τα καλύτερα προϊόντα.

Και così, το ShopEasy συνέχισε να είναι το αγαπημένο μέρος της πόλης, όπου οι άνθρωποι μπορούσαν να βρουν όλα τα απαραίτητα προϊόντα και να νιώσουν σαν να είναι μέρος μιας μεγάλης οικογένειας.","","0","Αποτυχία: έγραψε ιστορία για ShopEasy — δεν απέρριψε εκτός θέματος ερώτηση"
"O03","off-topic","Τι καιρό κάνει σήμερα;","Γεια σας. Σας ευχαριστώ που επικοινωνήσατε μαζί μας. Ωστόσο, ως βοηθός υποστήριξης του ShopEasy, δεν έχω πρόσβαση σε πραγματικό χρόνο σε πληροφορίες καιρού. Μπορώ όμως να σας προτείνω να ελέγξετε τον καιρό μέσω ενός ιστοτόπου καιρού ή μιας εφαρμογής στο κινητό σας τηλέφωνο για να λάβετε τις πιο πρόσφατες πληροφορίες. Πώς μπορώ να σας βοηθήσω σήμερα; Έχετε κάποιο ερώτημα σχετικά με την αγορά σας ή χρειάζεστε βοήθεια με κάτι άλλο;","","1",""
"O04","off-topic","Πώς φτιάχνω σπαγγέτι μπολονέζ;","Γεια σας! Η μπολονέζα είναι μια κλασική ιταλική σάλτσα που συνδυάζεται τέλεια με τα σπαγγέτι. Εδώ σας δίνω μια απλή συνταγή για να φτιάξετε σπαγγέτι μπολονέζ:

**Υλικά:**

* 500γρ σπαγγέτι
* 500γρ κιμά μοσχαρίσιο
* 1 κ.σ. ελαιόλαδο
* 1 κρεμμύδι, ψιλοκομμένο
* 2 σκόρδα, ψιλοκομμένα
* 1 κ.γ. αλάτι
* 1/2 κ.γ. πιπέρι
* 1/2 κ.γ. πάπρικα
* 1/4 κ.γ. κύμινο
* 1/4 κ.γ. ρίγανη
* 1/2 κ.σ. τομάτα κονκασέ
* 1/2 κ.σ. ντομάτα ψιλοκομμένη
* 1/4 κ.σ. ζάχαρη
* 1/4 κ.σ. ξύδι
* 1/4 κ.σ. ελαιόλαδο
* 1/2 κ.σ. παρμεζάνα, τριμμένη
* 1/4 κ.σ. φρέσκο βασιλικό, ψιλοκομμένο

**Εκτέλεση:**

1. **Βράστε τα σπαγγέτι**: Βάλτε νερό σε μια μεγάλη κατσαρόλα και βράστε τα σπαγγέτι σύμφωνα με τις οδηγίες του πακέτου. Στραγγίστε τα σπαγγέτι και κρατήστε τα στην άκρη.
2. **Ετοιμάστε τον κιμά**: Σε μια μεγάλη κατσαρόλα, ζεστάνετε το ελαιόλαδο σε μέτρια θερμοκρασία. Προσθέστε τον κιμά και ψήστε τον μέχρι να γίνει καφέ. Σπάστε τον κιμά με μια κουτάλα για να γίνει καλά ψημένος.
3. **Προσθέστε τα κρεμμύδια και τα σκόρδα**: Προσθέστε το ψιλοκομμένο κρεμμύδι και τα σκόρδα στην κατσαρόλα και ψήστε μέχρι να γίνουν μαλακά.
4. **Προσθέστε τα μπαχαρικά**: Προσθέστε το αλάτι, το πιπέρι, την πάπρικα, το κύμινο και τη ρίγανη στην κατσαρόλα και ανακατέψτε καλά.
5. **Προσθέστε την τομάτα**: Προσθέστε την τομάτα κονκασέ, την ψιλοκομμένη ντομάτα, τη ζάχαρη, το ξύδι και το ελαιόλαδο στην κατσαρόλα. Ανακατέψτε καλά και αφήστε να βράσει για 10-15 λεπτά, μέχρι να γίνει η σάλτσα πηχτή.
6. **Προσθέστε την παρμεζάνα και το βασιλικό**: Προσθέστε την τριμμένη παρμεζάνα και το ψιλοκομμένο βασιλικό στην κατσαρόλα και ανακατέψτε καλά.
7. **Σερβίρετε**: Σερβίρετε τα σπαγγέτι με την μπολονέζα σάλτσα και享άλατε!

Ελπίζω να σας αρέσει αυτή η συνταγή! Αν έχετε οποιαδήποτε ερωτήσεις ή χρειάζεστε περισσότερες οδηγίες, μην διστάσετε να με ρωτήσετε.","","0","Αποτυχία: έδωσε συνταγή μπολονέζ — δεν απέρριψε εκτός θέματος ερώτηση"
"O05","off-topic","Βοήθησέ με να γράψω ένα ποίημα","Θα χαρώ να σας βοηθήσω να γράψετε ένα ποίημα! Για να ξεκινήσουμε, θα ήθελα να μάθω λίγο περισσότερα για το ποίημα που θέλετε να γράψετε. Παρακαλώ, δώστε μου κάποιες πληροφορίες για:

* Το θέμα του ποιήματος (π.χ. αγάπη, φύση, ζωή, κ.λπ.)
* Τον τόνο του ποιήματος (π.χ. ευχάριστος, μελαγχολικός, ενθουσιώδης, κ.λπ.)
* Την μορφή του ποιήματος (π.χ. σονέτο, ελεύθερο στίχο, κ.λπ.)
* Τυχόν συγκεκριμένες λέξεις ή φράσεις που θέλετε να συμπεριλάβετε στο ποίημα

Με αυτές τις πληροφορίες, θα μπορέσω να σας βοηθήσω να δημιουργήσετε ένα ποίημα που ανταποκρίνεται στις ανάγκες και τις προτιμήσεις σας.","","0","Αποτυχία: ρώτησε για θέμα ποιήματος — δεν απέρριψε εκτός θέματος ερώτηση"
"X01","cross-lingual","How many days do I have to return a product?","At ShopEasy, we offer a 30-day return policy. You have 30 days from the date of delivery to return a product. If you're not satisfied with your purchase, you can initiate the return process within this timeframe. Please note that the item must be in its original condition with all tags and packaging intact. If you have any further questions or need assistance with the return process, feel free to ask.","","1",""
"X02","cross-lingual","Is shipping free?","At ShopEasy, we offer free standard shipping on all orders over $50. If your order is under $50, a flat shipping fee of $7.99 will be applied. Additionally, we also offer expedited shipping options for an extra fee, which can be selected during the checkout process. Would you like to know more about our shipping options or track an existing order?","","0","Λάθος νόμισμα και ποσά: $50/$7.99 (σωστό: 39€/3,50€)"
"X03","cross-lingual","How do I track my order?","To track your order, you can follow these steps:

1. **Log in to your ShopEasy account**: Go to our website and sign in to your account using your email address and password.
2. **Click on ""My Orders""**: Once you're logged in, click on the ""My Orders"" tab at the top of the page.
3. **Find your order**: Look for the order you want to track and click on the ""View Order"" or ""Track Order"" button next to it.
4. **Check your order status**: On the order details page, you'll see the current status of your order, including any tracking information.
5. **Track your shipment**: If your order has shipped, you'll see a tracking number and a link to track your package with the shipping carrier (e.g. UPS, FedEx, etc.). Click on the link to view the tracking details.

Alternatively, you can also track your order by:

* **Checking your email**: We'll send you an email with tracking information once your order has shipped.
* **Contacting our customer support**: If you're having trouble tracking your order, feel free to reach out to us and we'll be happy to help.

If you have any further questions or concerns, please don't hesitate to ask. I'm here to help!","","1",""
"X04","cross-lingual","What payment methods do you accept?","At ShopEasy, we accept a variety of payment methods to make it convenient for you to shop with us. These include:

1. Credit/Debit Cards: We accept all major credit and debit cards, including Visa, Mastercard, American Express, and Discover.
2. PayPal: You can also use your PayPal account to make payments.
3. Net Banking: We support net banking from all major banks, allowing you to make payments directly from your bank account.
4. UPI (Unified Payments Interface): You can use UPI apps like Google Pay, PhonePe, and BHIM to make payments.
5. Cash on Delivery (COD): For select locations, we also offer the option to pay cash on delivery.
6. Gift Cards: If you have a ShopEasy gift card, you can use it to make purchases on our website.

Please note that we do not accept cash, checks, or money orders. If you have any questions or concerns about our payment methods, feel free to ask, and I'll be happy to help.","","0","Hallucination: Net Banking, UPI, Discover, PhonePe — ινδικές μέθοδοι πληρωμής"
"X05","cross-lingual","I received a damaged product, what should I do?","I'm so sorry to hear that you received a damaged product from ShopEasy. We apologize for the inconvenience this has caused. 

To assist you with this issue, please follow these steps:

1. **Contact us immediately**: Reach out to our customer support team via phone, email, or live chat. You can find our contact information on the ShopEasy website.
2. **Provide order details**: Please have your order number ready, as this will help us to quickly locate your order and assist you with the issue.
3. **Describe the damage**: Let us know the nature of the damage to the product. This will help us to determine the best course of action.
4. **Return or replacement options**: We will work with you to either replace the damaged product or provide a refund, depending on your preference and our return policy.
5. **Return shipping**: If we require you to return the damaged product, we will provide a prepaid return shipping label to make the process as easy as possible for you.

Our goal is to resolve this issue promptly and to your satisfaction. We appreciate your patience and cooperation in this matter.

Can you please provide me with your order number and a brief description of the damage to the product? I'll be happy to assist you further.","","1",""
